student_id,gender,age,class_level,attendance_rate,math_score,english_score,science_score,study_hours,parental_support,food_security,at_risk
STUD00327,Female,16,JSS2,81.8,74.3,36.4,57.2,23,Yes,Yes,No
STUD00328,Male,16,JSS3,75.8,60.6,71.6,54.9,5,No,Yes,No
STUD00329,Female,10,SS3,80.0,81.8,66.6,71.4,5,Yes,Yes,No
STUD00330,Female,20,SS2,80.2,82.3,83.0,58.0,24,Yes,Yes,No
STUD00331,Male,20,SS3,96.7,43.9,61.6,55.7,5,Yes,Yes,No
STUD00332,Male,10,JSS2,94.7,68.7,81.0,54.4,0,Yes,Yes,No
STUD00333,Female,19,JSS1,68.8,38.8,68.7,66.2,22,Yes,Yes,No
STUD00334,Male,13,SS3,86.0,24.5,58.8,45.2,18,No,Yes,Yes
STUD00335,Male,15,SS2,96.1,67.7,67.9,67.1,24,Yes,Yes,No
STUD00336,Male,14,SS2,75.8,83.6,23.3,51.7,22,Yes,Yes,No
STUD00337,Female,11,SS3,81.6,66.8,51.1,53.7,3,Yes,Yes,No
STUD00338,Male,16,SS3,74.6,40.4,68.3,81.3,10,Yes,Yes,No
STUD00339,Female,10,JSS3,74.8,87.5,51.4,67.7,1,Yes,No,No
STUD00340,Female,10,SS2,81.0,47.4,68.1,45.9,6,Yes,Yes,No
STUD00341,Male,16,JSS2,52.8,64.2,61.4,46.5,14,No,Yes,Yes
STUD00342,Female,18,SS3,88.4,88.1,67.2,63.8,15,Yes,Yes,No
STUD00343,Female,18,SS3,100.0,60.7,56.2,20.1,10,Yes,Yes,No
STUD00344,Female,11,JSS3,74.2,49.2,61.6,49.2,14,Yes,No,No
STUD00345,Female,13,JSS1,84.6,65.7,66.1,58.1,19,No,Yes,No
STUD00346,Male,12,JSS3,86.8,55.5,83.6,70.2,3,Yes,Yes,No
STUD00347,Female,20,JSS3,98.3,53.5,56.5,73.8,1,No,Yes,No
STUD00348,Male,13,JSS1,100.0,66.6,72.5,67.4,19,Yes,Yes,No
STUD00349,Female,20,SS1,86.8,58.1,67.0,61.3,22,Yes,Yes,No
STUD00350,Female,13,JSS2,100.0,77.8,60.7,39.7,12,No,Yes,No
STUD00351,Female,20,JSS1,75.9,49.0,73.9,55.6,11,No,Yes,No
STUD00352,Female,11,JSS2,98.9,53.3,77.5,67.0,5,Yes,Yes,No
STUD00353,Male,10,SS3,75.2,50.2,47.8,68.5,3,No,Yes,No
STUD00354,Male,13,SS3,93.0,71.2,53.0,64.8,7,Yes,Yes,No
STUD00355,Female,14,JSS3,90.3,77.8,67.2,65.1,24,No,No,No
STUD00356,Female,16,SS2,89.0,65.1,68.6,35.0,5,Yes,No,No
STUD00357,Male,20,SS2,72.8,56.1,61.4,56.0,18,Yes,Yes,No
STUD00358,Female,14,JSS3,87.9,67.7,51.2,52.0,10,Yes,No,No
STUD00359,Male,14,SS2,100.0,88.1,86.8,50.6,10,Yes,Yes,No
STUD00360,Male,17,JSS3,82.5,69.0,41.4,60.1,18,Yes,Yes,No
STUD00361,Female,10,JSS2,93.3,85.6,61.1,48.2,17,Yes,No,No
STUD00362,Female,16,JSS3,85.0,39.6,77.6,74.2,8,Yes,Yes,No
STUD00363,Male,16,SS1,69.0,53.8,63.3,50.0,16,No,Yes,No
STUD00364,Female,11,JSS1,100.0,73.7,67.8,64.9,5,Yes,Yes,No
STUD00365,Female,11,SS2,90.3,76.7,64.4,53.5,11,Yes,Yes,No
STUD00366,Female,17,JSS2,87.3,47.9,46.2,67.3,12,No,Yes,No
STUD00367,Male,14,JSS1,88.0,73.1,61.5,64.8,20,Yes,Yes,No
STUD00368,Male,14,SS1,89.1,64.9,52.7,55.3,11,Yes,Yes,No
STUD00369,Female,15,JSS2,83.7,47.7,66.7,58.3,24,No,Yes,No
STUD00370,Female,16,JSS3,70.6,43.3,55.2,52.7,6,Yes,Yes,No
STUD00371,Male,13,SS2,95.2,84.0,60.9,39.7,9,Yes,Yes,No
STUD00372,Male,16,JSS1,88.8,59.4,83.6,46.8,20,Yes,Yes,No
STUD00373,Male,18,JSS2,98.6,70.9,56.2,70.1,22,No,No,No
STUD00374,Male,17,SS1,85.2,54.4,91.5,52.1,11,Yes,Yes,No
STUD00375,Male,18,JSS3,81.3,63.9,52.0,83.4,7,Yes,No,No
STUD00376,Male,15,JSS3,86.1,87.6,58.3,73.0,6,No,Yes,No
STUD00377,Male,15,SS3,82.4,63.7,61.6,75.6,21,No,Yes,No
STUD00378,Male,15,SS3,80.8,44.1,54.5,75.9,11,Yes,Yes,No
STUD00379,Male,14,SS3,86.6,33.3,97.4,67.4,3,Yes,No,No
STUD00380,Female,10,SS1,69.2,50.3,67.4,33.0,12,Yes,Yes,No
STUD00381,Female,20,SS2,86.7,69.2,72.4,73.0,22,Yes,Yes,No
STUD00382,Male,16,SS2,78.7,82.2,56.6,63.7,20,No,Yes,No
STUD00383,Male,17,JSS3,94.2,63.4,69.1,100.0,22,Yes,Yes,No
STUD00384,Male,13,JSS1,81.6,64.6,61.4,51.6,8,Yes,Yes,No
STUD00385,Male,18,JSS1,95.6,84.9,88.8,71.0,0,Yes,Yes,No
STUD00386,Male,17,SS3,67.8,43.1,56.0,81.5,7,No,Yes,No
STUD00387,Male,17,JSS1,70.2,43.9,63.7,52.0,16,No,Yes,No
STUD00388,Female,11,SS3,74.3,75.3,74.3,80.1,13,No,Yes,No
STUD00389,Female,17,JSS3,85.2,63.7,42.6,54.7,8,Yes,Yes,No
STUD00390,Male,17,SS3,95.2,58.3,43.6,70.8,18,No,Yes,No
STUD00391,Female,20,JSS1,73.6,88.0,75.1,54.5,19,No,Yes,No
STUD00392,Female,16,JSS1,100.0,53.0,64.0,67.2,19,No,Yes,No
STUD00393,Female,10,SS1,84.2,30.4,72.9,33.6,13,Yes,Yes,No
STUD00394,Female,14,SS3,81.7,71.4,73.9,76.8,17,Yes,No,No
STUD00395,Female,16,JSS3,100.0,27.2,73.4,47.3,12,Yes,Yes,No
STUD00396,Male,15,SS2,88.9,56.4,71.8,72.8,18,No,Yes,No
STUD00397,Female,16,JSS2,93.1,72.6,40.1,63.7,8,Yes,Yes,No
STUD00398,Female,11,SS1,85.3,52.5,46.9,61.3,9,Yes,Yes,No
STUD00399,Male,15,SS3,86.7,63.0,45.4,61.0,5,Yes,Yes,No
STUD00400,Female,12,SS3,81.4,55.7,82.9,64.5,12,Yes,Yes,No
STUD00401,Male,15,SS2,87.3,67.2,54.9,58.5,4,Yes,Yes,No
STUD00402,Male,11,JSS2,91.5,56.6,55.8,66.2,11,Yes,Yes,No
STUD00403,Male,12,JSS1,70.3,70.8,67.7,60.5,11,No,Yes,No
STUD00404,Male,16,JSS3,84.2,68.5,64.9,82.6,13,Yes,Yes,No
STUD00405,Female,13,JSS3,79.7,51.4,87.9,60.4,2,Yes,Yes,No
STUD00406,Male,18,SS2,57.9,49.4,45.9,43.2,9,Yes,Yes,Yes
STUD00407,Male,16,SS1,96.4,57.8,65.6,52.4,5,Yes,Yes,No
STUD00408,Female,19,JSS1,93.1,31.8,58.8,56.7,2,No,Yes,No
STUD00409,Female,13,SS1,76.3,49.4,65.8,62.5,2,No,Yes,No
STUD00410,Female,16,JSS3,100.0,56.1,29.3,37.5,8,Yes,Yes,Yes
STUD00411,Male,14,SS1,58.0,80.2,57.4,52.9,15,Yes,Yes,Yes
STUD00412,Female,18,SS3,74.9,56.4,46.1,63.2,2,Yes,Yes,No
STUD00413,Female,16,JSS1,90.9,54.3,60.0,69.1,21,Yes,Yes,No
STUD00414,Male,11,JSS3,85.9,53.4,60.8,57.4,11,Yes,Yes,No
STUD00415,Female,11,JSS2,96.4,43.7,68.6,54.0,14,Yes,Yes,No
STUD00416,Female,20,JSS1,76.6,42.9,56.8,54.8,15,Yes,Yes,No
STUD00417,Male,14,SS3,73.8,40.4,73.8,63.5,4,No,Yes,No
STUD00418,Male,13,JSS3,77.2,49.9,69.4,54.1,19,No,Yes,No
STUD00419,Female,15,JSS2,100.0,46.2,69.4,40.9,3,No,No,No
STUD00420,Female,18,JSS3,67.4,52.0,75.7,65.7,8,Yes,Yes,No
STUD00421,Male,13,SS3,75.0,61.1,61.2,51.0,6,Yes,Yes,No
STUD00422,Male,12,JSS1,100.0,61.9,38.4,27.0,1,Yes,Yes,Yes
STUD00423,Female,16,SS2,65.0,51.5,69.8,94.4,11,Yes,No,No
STUD00424,Female,10,SS1,92.9,70.2,66.0,95.5,18,Yes,No,No
STUD00425,Male,20,SS2,93.2,59.1,78.2,39.0,21,Yes,Yes,No
STUD00426,Female,15,JSS1,74.8,80.0,72.9,57.4,7,Yes,Yes,No
STUD00427,Female,18,JSS2,84.3,79.7,71.7,74.6,3,Yes,Yes,No
STUD00428,Male,18,SS3,100.0,53.3,45.7,62.8,6,Yes,Yes,No
STUD00429,Female,14,JSS2,88.2,54.8,74.3,68.5,3,Yes,Yes,No
STUD00430,Male,13,SS1,83.6,64.0,71.1,40.9,7,Yes,Yes,No
STUD00431,Female,15,SS1,99.0,40.1,34.4,68.6,14,Yes,Yes,No
STUD00432,Male,11,SS2,82.4,46.0,74.3,68.8,14,No,Yes,No
STUD00433,Male,10,SS1,99.0,62.1,63.1,66.3,8,Yes,Yes,No
STUD00434,Male,15,JSS2,66.3,84.1,57.4,54.8,19,Yes,Yes,No
STUD00435,Male,15,JSS3,97.8,61.5,54.1,73.2,14,Yes,Yes,No
STUD00436,Female,15,SS2,73.2,82.7,73.8,76.1,11,No,Yes,No
STUD00437,Male,16,SS1,86.4,57.3,77.7,69.0,19,Yes,Yes,No
STUD00438,Male,12,SS1,99.9,100.0,48.3,42.1,12,Yes,Yes,No
STUD00439,Male,16,JSS3,99.2,96.5,71.2,38.9,10,Yes,Yes,No
STUD00440,Female,15,SS3,100.0,77.4,46.5,60.0,14,Yes,Yes,No
STUD00441,Male,13,JSS1,97.1,72.0,68.5,55.4,4,Yes,Yes,No
STUD00442,Male,18,SS2,72.7,79.7,48.5,82.4,16,No,Yes,No
STUD00443,Female,15,JSS1,78.8,54.5,68.0,59.2,24,Yes,Yes,No
STUD00444,Female,12,SS3,73.3,60.0,60.1,73.9,24,Yes,Yes,No
STUD00445,Male,14,SS3,78.7,62.8,67.6,60.0,8,Yes,Yes,No
STUD00446,Female,11,SS3,80.2,71.7,68.8,44.1,3,No,Yes,No
STUD00447,Female,13,JSS1,83.5,53.5,50.0,42.6,19,Yes,Yes,No
STUD00448,Female,18,JSS2,97.7,62.7,81.2,34.9,6,No,Yes,No
STUD00449,Male,18,SS1,77.5,43.9,42.5,42.8,6,No,Yes,Yes
STUD00450,Female,16,JSS2,91.7,47.0,60.6,50.6,4,Yes,No,No
STUD00451,Female,18,JSS2,100.0,58.7,53.7,70.7,20,Yes,Yes,No
STUD00452,Male,15,JSS2,95.1,63.3,43.9,50.0,0,No,Yes,No
STUD00453,Male,13,JSS3,63.7,77.0,65.5,78.8,11,No,Yes,No
STUD00454,Male,18,SS2,91.3,58.4,93.8,71.3,18,Yes,Yes,No
STUD00455,Male,15,SS2,100.0,68.9,40.4,60.0,6,Yes,Yes,No
STUD00456,Male,12,JSS3,74.7,73.0,38.7,79.3,5,Yes,Yes,No
STUD00457,Female,17,JSS2,85.2,41.3,85.7,86.5,15,Yes,Yes,No
STUD00458,Male,18,SS3,53.2,81.6,74.8,32.0,7,Yes,Yes,Yes
STUD00459,Female,18,JSS1,92.7,71.9,49.1,65.5,22,No,Yes,No
STUD00460,Male,18,JSS2,96.6,40.7,78.1,47.1,8,Yes,Yes,No
STUD00461,Male,13,SS3,85.6,67.9,44.0,57.4,19,Yes,Yes,No
STUD00462,Female,19,SS2,94.8,59.2,59.4,52.6,24,Yes,Yes,No
STUD00463,Male,14,JSS2,85.5,60.8,55.0,37.4,18,No,Yes,No
STUD00464,Female,15,JSS3,99.6,46.0,86.0,31.8,18,Yes,Yes,No
STUD00465,Female,10,SS2,75.5,66.8,79.9,24.7,12,Yes,Yes,No
STUD00466,Female,12,SS1,91.1,86.1,47.4,55.2,8,Yes,Yes,No
STUD00467,Female,16,JSS3,93.8,86.5,59.5,65.8,14,Yes,Yes,No
STUD00468,Male,20,SS2,78.6,71.5,53.7,57.5,5,Yes,Yes,No
STUD00469,Male,14,JSS2,71.8,60.6,36.0,48.9,21,Yes,Yes,No
STUD00470,Male,11,JSS1,75.3,32.2,59.2,62.8,5,Yes,Yes,No
STUD00471,Female,12,SS2,74.3,59.0,73.9,89.8,23,Yes,No,No
STUD00472,Female,18,SS2,72.3,59.8,38.1,70.3,18,No,Yes,No
STUD00473,Female,12,JSS1,69.8,64.6,50.4,48.4,22,Yes,Yes,No
STUD00474,Male,15,SS2,100.0,40.4,63.0,38.6,19,Yes,Yes,No
STUD00475,Male,18,SS1,100.0,78.9,60.5,73.0,19,No,No,No
STUD00476,Male,13,JSS2,75.0,70.8,66.9,44.2,13,Yes,Yes,No
STUD00477,Male,12,SS2,100.0,60.0,72.9,46.1,19,Yes,Yes,No
STUD00478,Female,16,SS2,82.9,66.3,71.7,69.0,24,Yes,Yes,No
STUD00479,Male,10,SS2,99.3,74.3,42.8,63.3,5,Yes,Yes,No
STUD00480,Male,15,SS1,75.0,72.2,40.4,48.5,14,No,Yes,No
STUD00481,Male,13,JSS1,98.4,48.1,67.6,44.3,3,Yes,Yes,No
STUD00482,Male,15,JSS3,75.3,42.2,65.6,61.2,12,No,No,No
STUD00483,Female,13,JSS1,79.8,74.1,64.1,52.0,10,Yes,Yes,No
STUD00484,Female,12,JSS3,83.5,65.5,78.8,69.6,7,No,Yes,No
STUD00485,Female,20,JSS1,85.4,62.7,65.2,48.2,2,No,Yes,No
STUD00486,Female,16,JSS3,91.5,75.7,44.9,83.4,4,Yes,Yes,No
STUD00487,Male,14,JSS3,77.9,65.0,68.6,72.1,16,Yes,Yes,No
STUD00488,Female,11,SS3,85.9,63.0,42.6,69.9,2,Yes,No,No
STUD00489,Female,17,SS2,90.1,60.6,41.9,38.3,24,Yes,Yes,No
STUD00490,Male,16,SS2,76.9,57.9,53.5,21.8,4,No,Yes,Yes
STUD00491,Male,13,SS2,99.9,54.4,50.2,64.0,15,Yes,Yes,No
STUD00492,Male,16,JSS2,74.9,77.6,55.4,68.2,15,Yes,Yes,No
STUD00493,Male,14,JSS2,76.4,68.3,66.5,60.5,0,No,Yes,No
STUD00494,Male,11,JSS3,100.0,36.4,53.8,62.9,3,No,Yes,No
STUD00495,Female,16,JSS2,100.0,52.8,52.3,28.5,6,No,No,Yes
STUD00496,Female,16,SS3,88.3,59.6,66.5,57.8,7,Yes,Yes,No
STUD00497,Female,10,SS1,80.0,70.4,77.9,59.7,14,Yes,Yes,No
STUD00498,Male,15,SS1,72.2,47.4,65.3,38.1,22,Yes,Yes,No
STUD00499,Male,15,JSS3,84.8,74.7,51.9,53.3,15,No,No,No
STUD00500,Female,16,JSS1,73.2,75.9,60.7,38.6,20,No,Yes,No
STUD00501,Male,15,JSS2,100.0,61.1,53.1,44.6,14,No,No,No
STUD00502,Female,16,JSS3,73.8,69.8,79.6,55.0,21,No,Yes,No
STUD00503,Female,14,JSS2,82.4,48.1,55.0,56.6,12,No,No,No
STUD00504,Female,10,SS1,80.2,41.1,56.4,62.0,22,Yes,Yes,No
STUD00505,Male,19,JSS3,70.9,67.8,78.5,65.2,6,No,Yes,No
STUD00506,Female,15,JSS2,88.6,42.7,55.8,75.7,16,Yes,No,No
STUD00507,Male,19,JSS3,99.2,86.8,48.2,79.1,16,Yes,Yes,No
STUD00508,Female,11,SS1,54.0,68.2,56.6,38.3,0,No,Yes,Yes
STUD00509,Female,20,SS2,76.3,56.9,55.7,46.2,16,Yes,Yes,No
STUD00510,Female,18,SS1,80.5,48.3,66.5,82.8,22,Yes,Yes,No
STUD00511,Male,11,JSS2,71.8,36.4,51.6,75.9,17,Yes,Yes,No
STUD00512,Male,20,SS1,66.6,56.9,66.2,60.6,24,No,Yes,No
STUD00513,Male,11,SS2,63.3,67.7,36.9,48.1,2,Yes,Yes,No
STUD00514,Male,17,SS1,90.5,81.0,69.8,27.7,23,No,Yes,No
STUD00515,Male,18,JSS2,83.1,50.1,47.6,94.0,5,Yes,Yes,No
STUD00516,Male,20,JSS2,77.1,45.1,60.4,83.0,2,No,Yes,No
STUD00517,Male,11,SS3,77.6,75.0,62.6,66.2,13,Yes,Yes,No
STUD00518,Female,14,SS1,77.5,58.4,61.6,56.5,12,No,Yes,No
STUD00519,Female,11,SS1,100.0,58.8,58.5,74.4,18,Yes,Yes,No
STUD00520,Female,13,SS3,66.2,76.4,65.4,37.8,18,Yes,No,No
STUD00521,Male,14,JSS3,71.1,74.8,69.5,69.0,20,Yes,Yes,No
STUD00522,Male,15,JSS1,100.0,61.9,69.1,70.5,9,No,Yes,No
STUD00523,Female,16,SS3,73.6,69.7,63.0,44.6,9,No,Yes,No
STUD00524,Female,12,JSS1,100.0,80.7,56.4,41.5,21,No,Yes,No
STUD00525,Male,11,SS1,91.1,83.2,70.0,42.3,24,Yes,Yes,No
STUD00526,Female,19,JSS3,90.0,49.4,53.7,69.4,3,Yes,Yes,No
STUD00527,Female,15,JSS2,90.3,32.8,69.7,55.1,23,Yes,Yes,No
STUD00528,Female,15,SS3,84.6,51.3,70.4,54.5,5,Yes,Yes,No
STUD00529,Female,12,JSS2,70.8,80.1,54.0,45.5,6,Yes,Yes,No
STUD00530,Female,18,SS1,79.1,70.1,62.3,36.9,19,Yes,No,No
STUD00531,Male,20,JSS2,67.7,30.0,82.7,46.2,6,Yes,Yes,No
STUD00532,Female,10,SS2,84.3,51.2,85.6,85.7,13,Yes,Yes,No
STUD00533,Female,14,JSS2,87.2,77.0,36.4,60.1,24,Yes,Yes,No
STUD00534,Male,12,JSS2,75.3,75.3,69.2,54.7,20,Yes,Yes,No
STUD00535,Female,14,JSS2,65.6,64.8,75.1,51.8,11,No,Yes,No
STUD00536,Female,14,SS3,97.8,54.8,58.2,56.6,8,Yes,No,No
STUD00537,Male,20,JSS2,73.3,75.0,74.3,51.0,23,No,Yes,No
STUD00538,Female,12,SS1,83.0,85.9,69.9,38.1,4,No,Yes,No
STUD00539,Male,10,JSS3,80.2,67.5,60.1,63.9,3,No,Yes,No
STUD00540,Female,18,SS1,100.0,56.4,74.0,59.2,21,Yes,Yes,No
STUD00541,Female,11,SS2,77.5,13.7,89.1,41.9,6,No,Yes,No
STUD00542,Female,12,JSS2,74.6,34.0,51.6,48.3,21,No,Yes,Yes
STUD00543,Female,13,JSS1,67.7,51.6,82.3,77.9,20,Yes,No,No
STUD00544,Male,18,JSS2,77.9,82.7,46.8,89.8,14,Yes,No,No
STUD00545,Female,14,JSS2,69.7,58.4,45.8,32.8,23,Yes,No,No
STUD00546,Male,19,JSS1,98.3,50.4,59.1,52.0,3,Yes,Yes,No
STUD00547,Female,17,SS3,83.7,53.8,61.2,63.1,1,No,Yes,No
STUD00548,Female,18,SS2,83.4,77.7,29.0,50.3,3,No,Yes,No
STUD00549,Female,18,JSS2,75.8,59.4,31.2,77.8,11,Yes,Yes,No
STUD00550,Male,13,SS1,74.7,33.8,79.4,58.2,18,Yes,Yes,No
STUD00551,Female,13,SS1,82.6,49.3,34.3,50.5,6,No,Yes,Yes
STUD00552,Female,20,SS1,87.4,89.9,79.9,67.8,16,Yes,Yes,No
STUD00553,Male,13,SS2,84.1,71.6,69.2,31.8,12,No,No,No
STUD00554,Male,20,JSS1,95.8,60.3,61.1,80.4,15,No,Yes,No
STUD00555,Female,15,SS3,81.3,68.2,33.9,53.2,24,Yes,Yes,No
STUD00556,Male,12,JSS2,75.5,62.4,59.1,40.4,5,Yes,Yes,No
STUD00557,Female,11,SS2,100.0,56.2,41.5,48.3,16,No,Yes,No
STUD00558,Female,12,JSS3,93.5,89.1,70.3,60.2,8,Yes,Yes,No
STUD00559,Male,13,JSS3,88.9,31.1,28.5,70.7,12,Yes,Yes,Yes
STUD00560,Female,13,SS2,87.9,35.7,64.1,87.0,24,No,Yes,No
STUD00561,Female,17,JSS3,80.2,41.9,50.1,29.3,14,Yes,Yes,Yes
STUD00562,Male,15,JSS3,97.9,51.3,51.4,47.2,0,Yes,Yes,No
STUD00563,Female,16,SS1,99.6,60.7,65.2,51.1,6,No,Yes,No
STUD00564,Female,15,SS3,71.7,85.5,56.5,48.9,8,No,Yes,No
STUD00565,Male,12,JSS3,94.6,100.0,74.3,65.4,24,No,Yes,No
STUD00566,Female,15,SS1,80.7,56.1,58.2,61.6,6,Yes,Yes,No
STUD00567,Male,11,JSS2,69.1,26.0,66.1,58.7,3,Yes,Yes,No
STUD00568,Male,20,JSS2,86.7,49.5,50.5,68.2,11,No,Yes,No
STUD00569,Male,11,JSS3,87.1,67.1,40.7,56.7,12,Yes,Yes,No
STUD00570,Male,17,JSS1,95.9,47.2,46.0,58.4,5,No,No,No
STUD00571,Male,13,JSS1,98.0,44.3,43.3,45.8,24,No,No,Yes
STUD00572,Female,20,SS3,71.5,78.0,64.2,53.0,24,No,Yes,No
STUD00573,Female,20,JSS3,75.8,76.6,53.7,71.5,11,No,Yes,No
STUD00574,Male,18,JSS1,98.0,85.7,67.9,81.4,12,Yes,Yes,No
STUD00575,Female,20,SS3,87.0,75.3,66.5,92.2,7,Yes,Yes,No
STUD00576,Male,11,SS3,85.2,38.5,45.8,45.3,24,Yes,Yes,Yes
STUD00577,Male,20,SS3,77.8,65.1,71.1,66.7,21,Yes,Yes,No
STUD00578,Male,17,SS2,75.6,74.1,53.4,69.3,17,Yes,Yes,No
STUD00579,Female,12,JSS2,79.4,34.0,64.7,44.6,1,No,Yes,No
STUD00580,Male,20,SS2,95.7,65.8,68.0,74.6,12,Yes,Yes,No
STUD00581,Female,14,JSS3,91.9,57.6,77.7,63.5,15,Yes,Yes,No
STUD00582,Male,15,SS2,82.1,40.1,82.4,55.3,19,No,No,No
STUD00583,Male,20,JSS1,90.8,77.2,49.7,63.2,6,No,Yes,No
STUD00584,Female,12,JSS3,99.4,65.5,60.4,75.1,5,No,Yes,No
STUD00585,Female,13,SS3,82.6,68.6,76.5,66.0,20,No,Yes,No
STUD00586,Female,19,SS2,89.2,46.5,63.4,50.8,19,No,No,No
STUD00587,Female,16,JSS3,87.7,51.0,54.3,68.4,5,No,No,No
STUD00588,Female,10,SS2,70.7,79.8,72.1,37.8,20,No,Yes,No
STUD00589,Female,11,JSS1,100.0,73.2,77.5,70.1,21,Yes,Yes,No
STUD00590,Female,14,SS3,83.4,69.1,63.0,42.0,15,Yes,Yes,No
STUD00591,Male,18,JSS1,84.3,67.9,71.9,50.5,7,No,Yes,No
STUD00592,Male,19,SS1,96.8,42.4,76.8,46.1,0,Yes,Yes,No
STUD00593,Male,15,SS2,88.9,80.5,80.1,66.2,17,No,Yes,No
STUD00594,Male,13,SS1,68.3,76.9,45.3,62.3,13,No,Yes,No
STUD00595,Female,19,SS2,79.5,54.0,62.1,82.3,15,Yes,Yes,No
STUD00596,Male,15,JSS1,97.3,52.6,74.3,57.8,4,Yes,No,No
STUD00597,Female,11,JSS1,95.4,28.7,66.4,55.2,6,No,Yes,No
STUD00598,Female,11,JSS1,69.1,68.7,88.8,65.1,12,Yes,Yes,No
STUD00599,Female,15,SS1,100.0,54.3,46.0,66.1,20,Yes,Yes,No
STUD00600,Female,14,JSS2,100.0,39.8,89.6,64.2,11,Yes,Yes,No
STUD00601,Female,19,SS2,90.1,15.6,58.8,41.7,16,Yes,Yes,Yes
STUD00602,Female,20,JSS1,93.9,49.8,65.0,53.4,4,No,Yes,No
STUD00603,Male,16,SS3,63.1,50.4,67.2,66.8,0,Yes,No,No
STUD00604,Female,18,SS2,100.0,73.4,74.2,43.5,14,Yes,Yes,No
STUD00605,Male,10,SS1,94.8,62.5,86.2,45.5,19,No,Yes,No
STUD00606,Female,14,SS3,85.9,57.8,41.2,59.7,2,Yes,Yes,No
STUD00607,Male,19,JSS2,85.3,61.7,45.4,53.5,11,Yes,Yes,No
STUD00608,Female,15,JSS1,100.0,74.0,52.4,69.5,12,No,Yes,No
STUD00609,Female,19,JSS3,100.0,48.6,46.8,58.0,21,Yes,No,No
STUD00610,Female,18,SS3,80.3,74.6,74.3,54.3,11,Yes,Yes,No
STUD00611,Male,11,JSS2,89.6,43.4,63.0,54.5,20,Yes,Yes,No
STUD00612,Male,17,JSS2,100.0,51.8,62.8,53.4,18,Yes,Yes,No
STUD00613,Male,18,JSS1,100.0,53.4,71.4,49.4,11,Yes,Yes,No
STUD00614,Male,14,JSS1,66.5,51.4,67.4,70.6,22,Yes,Yes,No
STUD00615,Male,19,SS2,84.9,62.9,100.0,49.1,16,No,No,No
STUD00616,Female,17,JSS2,82.2,100.0,59.7,37.4,5,No,Yes,No
STUD00617,Female,16,SS1,93.4,94.5,57.6,43.9,17,No,Yes,No
STUD00618,Female,14,JSS3,84.5,49.7,57.5,56.8,5,Yes,Yes,No
STUD00619,Male,12,JSS2,69.9,71.7,75.0,69.0,17,Yes,Yes,No
STUD00620,Male,17,JSS3,86.8,60.2,68.3,63.8,15,Yes,Yes,No
STUD00621,Female,18,JSS3,75.4,55.7,47.2,74.0,23,Yes,Yes,No
STUD00622,Male,17,JSS2,88.7,45.8,65.5,70.1,20,No,Yes,No
STUD00623,Female,20,SS3,78.4,60.4,65.3,49.3,7,Yes,Yes,No
STUD00624,Male,11,SS3,89.9,65.7,63.1,57.4,2,Yes,Yes,No
STUD00625,Male,10,SS3,87.8,59.2,65.3,100.0,24,Yes,Yes,No
STUD00626,Male,11,SS2,60.6,93.8,50.9,58.0,17,Yes,Yes,No
STUD00627,Female,15,JSS1,89.9,44.6,63.9,56.2,11,Yes,Yes,No
STUD00628,Male,14,JSS2,68.6,71.2,69.3,65.4,20,No,Yes,No
STUD00629,Female,15,JSS1,86.7,42.6,49.8,59.5,11,Yes,Yes,No
STUD00630,Male,17,SS1,89.7,49.4,65.5,45.8,17,No,Yes,No
STUD00631,Male,15,JSS1,93.5,69.9,43.7,30.6,4,Yes,Yes,No
STUD00632,Female,19,JSS2,98.9,57.6,51.2,60.2,20,No,Yes,No
STUD00633,Male,19,SS3,100.0,73.8,53.7,74.6,17,Yes,Yes,No
STUD00634,Male,17,JSS2,93.2,62.2,67.6,61.2,5,No,Yes,No
STUD00635,Female,18,SS1,87.6,55.0,59.2,39.2,16,Yes,Yes,No
STUD00636,Female,17,SS3,76.0,27.3,60.6,63.6,16,Yes,Yes,No
STUD00637,Male,13,JSS1,92.9,45.1,61.2,53.0,5,Yes,Yes,No
STUD00638,Male,15,SS2,80.7,66.6,57.2,71.0,23,Yes,Yes,No
STUD00639,Female,10,SS3,74.9,59.8,61.1,61.6,19,Yes,Yes,No
STUD00640,Female,18,SS1,78.5,59.1,65.0,84.2,20,Yes,Yes,No
STUD00641,Male,10,SS1,78.1,65.4,86.4,71.8,4,No,Yes,No
STUD00642,Female,11,SS1,82.6,45.9,64.6,66.8,18,Yes,Yes,No
STUD00643,Male,17,SS2,88.9,52.3,69.3,43.3,2,Yes,Yes,No
STUD00644,Female,20,JSS1,95.4,75.2,63.8,55.9,19,Yes,Yes,No
STUD00645,Male,14,SS1,84.0,48.8,66.4,37.3,20,Yes,Yes,No
STUD00646,Male,10,JSS1,85.5,80.1,98.3,75.1,3,Yes,Yes,No
STUD00647,Male,16,SS2,81.2,56.2,70.2,67.2,18,Yes,Yes,No
STUD00648,Female,14,SS3,74.8,67.6,70.9,50.9,24,No,Yes,No
STUD00649,Male,16,SS2,87.7,70.2,50.5,39.7,17,No,Yes,No
STUD00650,Female,14,SS1,99.5,49.4,56.0,63.7,6,Yes,Yes,No
STUD00651,Male,11,SS1,79.4,79.1,62.7,24.6,5,No,Yes,No
STUD00652,Male,19,JSS2,90.1,76.0,74.5,63.5,6,No,Yes,No
