student_id,gender,age,class_level,attendance_rate,math_score,english_score,science_score,prev_math_score,prev_english_score,prev_science_score,study_hours,parental_support,food_security,at_risk
STUD00254,Female,15,JSS2,81.1,54.2,50.7,66.0,51.0,50.1,70.1,9,Yes,Yes,No
STUD00255,Male,10,JSS3,84.5,57.7,85.4,41.1,56.0,80.0,37.9,3,Yes,Yes,No
STUD00256,Male,19,JSS3,100.0,59.4,29.5,54.5,56.1,36.9,57.5,18,Yes,Yes,No
STUD00257,Male,18,SS1,97.7,53.5,48.0,60.0,61.0,40.4,72.6,17,Yes,Yes,No
STUD00258,Female,15,JSS1,68.7,67.8,59.2,60.9,67.8,53.9,57.6,22,No,Yes,No
STUD00259,Male,15,JSS2,100.0,61.5,71.3,83.2,63.3,77.9,84.1,7,No,No,No
STUD00260,Male,17,JSS2,69.8,39.9,39.5,60.8,41.5,36.8,57.0,7,Yes,Yes,No
STUD00261,Female,17,SS2,75.3,60.4,65.3,67.5,55.8,63.7,65.4,14,No,Yes,No
STUD00262,Male,17,JSS1,80.9,65.9,61.8,47.3,61.8,59.5,48.3,22,Yes,Yes,No
STUD00263,Female,12,SS3,77.0,52.0,41.5,43.5,55.3,50.1,52.0,7,Yes,Yes,No
STUD00264,Male,17,SS1,79.4,56.7,36.0,59.0,51.3,41.0,57.6,5,No,Yes,No
STUD00265,Male,15,JSS2,91.4,65.4,72.7,48.1,70.7,65.1,53.5,11,Yes,Yes,No
STUD00266,Male,10,JSS2,71.5,28.6,75.8,73.1,40.2,67.6,69.7,14,Yes,Yes,No
STUD00267,Male,16,SS2,70.8,59.0,42.3,33.8,50.5,59.0,35.9,2,No,Yes,No
STUD00268,Male,13,JSS3,97.4,52.4,57.4,63.9,50.6,63.7,50.4,21,Yes,Yes,No
STUD00269,Male,20,SS3,87.8,41.8,57.5,73.6,54.7,56.4,65.8,24,No,Yes,No
STUD00270,Female,12,JSS3,100.0,72.2,38.2,48.4,76.6,34.1,56.8,19,Yes,Yes,No
STUD00271,Male,19,JSS2,83.2,46.2,40.8,53.2,50.0,47.7,58.2,12,No,Yes,No
STUD00272,Male,19,JSS3,75.6,74.1,82.2,80.1,69.1,79.2,79.5,12,No,Yes,No
STUD00273,Female,11,SS2,98.6,69.9,57.8,48.0,69.3,54.3,40.3,20,Yes,Yes,No
STUD00274,Male,18,SS1,82.9,71.5,45.3,74.0,67.7,50.9,74.9,24,Yes,Yes,No
STUD00275,Female,10,JSS3,79.6,74.2,61.4,68.3,76.9,65.0,64.9,22,No,Yes,No
STUD00276,Female,14,SS2,100.0,66.0,53.7,52.1,59.5,49.9,52.5,18,Yes,Yes,No
STUD00277,Male,20,JSS1,71.9,70.6,39.9,91.3,66.2,39.1,87.9,3,No,Yes,No
STUD00278,Female,10,JSS1,82.1,36.1,55.1,45.3,45.8,50.7,49.4,0,Yes,No,No
STUD00279,Male,17,JSS2,71.9,62.2,58.5,65.5,62.5,66.8,55.1,19,No,Yes,No
STUD00280,Male,17,SS2,80.5,62.5,57.3,66.7,55.1,54.5,64.5,17,No,No,No
STUD00281,Male,16,JSS1,100.0,52.2,69.8,58.0,51.5,68.6,58.3,19,Yes,Yes,No
STUD00282,Female,13,SS3,69.4,84.4,31.5,54.3,75.3,37.6,55.6,20,No,Yes,No
STUD00283,Male,12,JSS2,93.0,58.5,54.5,56.1,59.4,55.7,57.2,12,Yes,Yes,No
STUD00284,Male,11,JSS1,77.3,78.9,57.3,60.7,71.3,54.9,58.8,7,Yes,No,No
STUD00285,Female,19,SS3,62.1,43.0,89.2,40.1,45.1,86.4,37.6,21,No,Yes,No
STUD00286,Female,15,JSS3,66.4,31.7,57.0,21.1,38.7,51.8,35.2,5,Yes,Yes,Yes
STUD00287,Female,15,SS2,75.5,26.5,59.1,80.3,24.5,57.4,80.4,19,Yes,Yes,No
STUD00288,Female,11,SS1,78.8,86.3,54.6,53.9,83.9,58.1,58.5,10,Yes,Yes,No
STUD00289,Male,12,SS1,58.8,77.2,58.2,70.6,75.2,66.0,72.9,3,Yes,Yes,Yes
STUD00290,Female,14,SS3,81.5,50.6,41.7,62.1,52.3,43.2,57.0,21,Yes,No,No
STUD00291,Male,18,SS2,57.9,42.3,44.9,41.4,48.1,46.2,47.2,12,No,Yes,Yes
STUD00292,Female,19,SS2,59.6,22.9,58.9,60.4,28.5,57.4,54.3,8,Yes,Yes,Yes
STUD00293,Female,17,JSS3,100.0,66.4,69.6,47.7,61.4,75.2,45.4,23,No,No,No
STUD00294,Female,15,JSS3,80.6,79.1,20.4,39.4,80.3,27.3,42.5,9,Yes,Yes,No
STUD00295,Male,13,SS3,79.5,54.4,91.0,60.9,63.1,87.7,66.3,8,Yes,Yes,No
STUD00296,Female,11,JSS2,100.0,49.9,51.2,53.5,52.4,51.7,56.1,17,No,Yes,No
STUD00297,Female,15,JSS1,76.9,73.6,54.7,45.4,73.1,52.9,54.0,14,Yes,No,No
STUD00298,Male,16,SS3,89.1,39.0,44.9,49.1,40.6,50.2,50.2,15,Yes,Yes,Yes
STUD00299,Male,14,SS3,73.8,43.9,69.2,76.6,39.7,65.2,66.9,19,Yes,Yes,No
STUD00300,Female,14,JSS3,83.1,63.8,54.7,40.9,59.5,48.3,42.1,17,Yes,Yes,No
STUD00301,Male,12,JSS2,91.3,43.5,53.9,60.6,40.9,55.4,62.9,5,No,Yes,No
STUD00302,Female,18,SS1,67.9,75.4,48.7,67.6,65.0,63.4,71.1,20,No,Yes,No
STUD00303,Male,11,JSS3,66.6,33.4,31.8,61.6,29.8,33.6,60.7,0,Yes,Yes,Yes
STUD00304,Male,19,JSS2,90.1,46.7,40.1,73.5,55.1,40.3,70.3,6,Yes,No,No
STUD00305,Female,12,JSS2,78.8,48.9,55.0,49.4,53.9,55.2,50.2,23,No,Yes,No
STUD00306,Male,15,SS2,89.9,75.7,45.4,55.0,74.1,56.0,52.3,11,Yes,Yes,No
STUD00307,Male,11,SS1,100.0,62.5,84.4,51.2,56.6,72.9,53.3,14,No,Yes,No
STUD00308,Male,16,SS2,100.0,38.3,61.4,57.1,33.0,57.6,60.7,3,No,Yes,No
STUD00309,Male,13,JSS1,95.5,57.1,90.0,40.5,50.5,85.7,44.5,6,Yes,Yes,No
STUD00310,Female,10,SS2,80.5,59.8,62.9,28.8,61.0,59.0,28.8,19,Yes,Yes,No
STUD00311,Female,20,JSS1,71.2,61.3,70.7,67.8,60.7,72.9,70.5,0,Yes,Yes,No
STUD00312,Male,16,SS3,68.9,66.8,79.6,33.9,79.3,77.9,39.3,16,Yes,No,No
STUD00313,Female,12,JSS1,74.0,71.6,75.0,65.7,62.9,69.8,65.7,5,Yes,Yes,No
STUD00314,Male,18,SS3,98.0,47.0,54.6,51.1,56.8,51.1,58.6,15,Yes,Yes,No
STUD00315,Male,18,SS1,97.2,64.9,68.1,43.9,65.0,66.2,52.7,5,Yes,Yes,No
STUD00316,Female,10,JSS3,87.1,69.6,55.6,59.1,63.2,48.8,48.3,24,No,Yes,No
STUD00317,Female,20,JSS3,80.5,59.5,80.3,46.9,55.7,74.1,39.7,13,Yes,Yes,No
STUD00318,Male,16,SS2,78.1,56.4,60.5,50.2,61.3,58.8,52.6,3,Yes,Yes,No
STUD00319,Female,10,JSS3,60.2,43.1,55.6,75.4,47.7,56.6,67.5,21,Yes,Yes,No
STUD00320,Male,18,JSS2,71.6,50.3,50.3,48.8,48.3,52.7,57.4,17,Yes,Yes,No
STUD00321,Male,14,SS1,91.1,57.9,77.7,73.9,47.1,76.7,68.4,17,Yes,Yes,No
STUD00322,Female,18,JSS2,78.2,74.8,71.5,30.4,73.9,79.2,29.1,15,Yes,Yes,No
STUD00323,Female,15,JSS3,68.3,45.8,40.8,40.3,42.8,45.8,34.0,18,Yes,Yes,Yes
STUD00324,Male,18,JSS2,90.2,78.3,56.0,47.4,78.7,51.7,52.7,19,Yes,Yes,No
STUD00325,Female,12,JSS3,100.0,52.8,37.7,40.5,54.1,40.9,44.4,1,No,Yes,Yes
STUD00326,Male,16,JSS1,85.1,56.9,56.5,49.6,56.3,56.7,49.7,21,Yes,Yes,No
STUD00327,Female,14,JSS3,93.3,40.3,46.8,47.2,40.9,48.7,49.6,5,Yes,No,Yes
STUD00328,Male,12,JSS3,69.9,72.5,54.4,86.5,74.3,60.3,77.0,15,Yes,Yes,No
STUD00329,Male,18,SS3,53.2,82.8,25.4,32.9,78.3,35.7,29.7,13,Yes,Yes,Yes
STUD00330,Male,15,SS2,93.9,62.1,83.1,38.1,72.7,76.2,51.1,7,No,Yes,No
STUD00331,Female,18,JSS2,91.3,58.7,39.4,56.9,58.9,45.7,61.6,14,No,Yes,No
STUD00332,Female,18,JSS3,87.5,55.6,61.8,62.8,51.1,61.6,54.0,0,Yes,No,No
STUD00333,Male,17,SS3,91.4,54.9,49.1,22.5,50.2,47.1,25.2,5,Yes,Yes,Yes
STUD00334,Female,15,SS1,100.0,51.7,46.0,62.8,43.5,51.9,52.4,22,Yes,No,No
STUD00335,Female,16,JSS1,71.7,61.3,49.1,33.5,66.6,50.0,33.3,8,No,Yes,No
STUD00336,Male,19,SS2,83.7,41.1,44.7,72.1,41.3,52.6,59.5,24,Yes,Yes,No
STUD00337,Male,18,SS2,92.7,59.3,43.0,34.2,59.8,41.8,45.2,12,Yes,Yes,No
STUD00338,Male,10,SS1,99.3,56.5,66.9,66.9,61.4,74.3,60.7,21,No,Yes,No
STUD00339,Male,10,JSS2,91.2,43.9,39.7,79.6,49.5,31.7,76.8,9,Yes,Yes,No
STUD00340,Female,17,SS1,75.3,68.3,72.4,35.4,76.5,74.0,40.5,16,Yes,Yes,No
STUD00341,Female,14,SS2,100.0,71.7,66.0,48.9,69.3,62.8,50.3,2,No,Yes,No
STUD00342,Female,17,SS2,90.4,44.8,75.0,36.0,41.0,71.1,44.5,22,Yes,Yes,No
STUD00343,Male,16,SS2,97.1,51.3,74.3,62.3,47.5,74.8,60.4,12,Yes,Yes,No
STUD00344,Male,15,JSS3,75.1,38.8,81.9,41.4,47.7,78.1,48.5,18,Yes,No,No
STUD00345,Female,17,JSS1,100.0,40.1,43.7,44.1,47.6,43.8,45.5,15,No,No,Yes
STUD00346,Male,16,JSS3,79.6,51.9,58.4,55.0,47.5,54.0,57.0,10,Yes,Yes,No
STUD00347,Female,12,JSS3,83.5,69.1,74.9,51.5,63.1,70.9,49.5,7,No,Yes,No
STUD00348,Male,12,SS3,76.3,67.8,72.4,47.6,69.9,67.5,39.1,4,Yes,Yes,No
STUD00349,Male,14,JSS3,77.9,65.1,68.2,75.1,62.7,73.1,73.3,22,Yes,Yes,No
STUD00350,Female,15,JSS3,92.3,81.2,43.0,54.7,74.0,47.2,53.2,23,No,Yes,No
STUD00351,Female,13,JSS1,87.3,31.0,52.3,53.4,32.9,54.9,54.5,13,No,Yes,No
STUD00352,Male,14,SS3,73.2,64.8,21.7,65.0,59.3,26.0,60.6,10,Yes,Yes,No
STUD00353,Female,13,SS2,99.6,74.2,59.0,35.4,69.9,53.4,29.7,1,Yes,No,No
STUD00354,Female,15,SS3,84.2,69.8,70.2,46.8,66.3,68.3,43.0,0,Yes,Yes,No
STUD00355,Female,20,JSS3,95.4,76.9,52.3,48.3,73.0,48.5,44.4,23,No,Yes,No
STUD00356,Male,20,SS2,67.9,75.2,64.5,56.3,75.1,57.0,54.9,9,Yes,Yes,No
STUD00357,Female,10,SS1,88.5,42.5,50.1,63.1,49.6,52.8,68.4,23,Yes,Yes,No
STUD00358,Female,18,SS1,75.5,24.4,30.5,51.4,30.5,30.9,53.0,16,Yes,Yes,Yes
STUD00359,Male,17,SS3,73.2,72.4,38.7,56.5,72.9,41.9,60.5,15,Yes,Yes,No
STUD00360,Female,20,JSS1,51.7,44.0,40.8,56.0,48.4,48.1,67.1,6,Yes,Yes,Yes
STUD00361,Female,10,SS2,90.7,82.0,45.5,39.6,73.3,46.7,42.7,0,Yes,Yes,No
STUD00362,Male,20,JSS2,93.0,76.8,69.9,61.9,71.5,60.5,55.4,5,Yes,Yes,No
STUD00363,Female,12,JSS3,80.4,54.4,65.8,33.6,53.0,72.1,40.6,6,No,Yes,No
STUD00364,Male,10,JSS1,100.0,45.2,66.8,80.1,48.8,73.7,75.9,14,No,Yes,No
STUD00365,Female,20,JSS2,57.4,37.3,65.3,38.6,50.2,67.2,37.9,10,Yes,Yes,Yes
STUD00366,Male,14,SS3,76.1,54.2,55.9,60.2,61.2,63.0,62.4,24,Yes,Yes,No
STUD00367,Female,10,JSS1,93.0,50.9,69.4,84.0,45.9,61.7,86.4,4,Yes,Yes,No
STUD00368,Female,10,SS2,79.9,63.0,76.2,43.5,63.7,68.7,51.9,4,No,Yes,No
STUD00369,Female,18,JSS2,88.6,53.6,22.9,59.3,56.5,19.4,51.7,16,Yes,Yes,No
STUD00370,Male,16,JSS2,89.8,73.1,65.1,68.3,75.9,62.2,65.2,21,Yes,Yes,No
STUD00371,Female,15,JSS2,72.6,92.1,87.2,64.7,94.0,92.9,63.5,0,No,Yes,No
STUD00372,Male,12,SS1,73.9,26.1,79.5,87.8,22.5,77.2,84.4,1,No,Yes,No
STUD00373,Female,13,JSS2,84.6,51.1,39.9,56.3,56.5,37.8,46.8,3,Yes,Yes,No
STUD00374,Female,15,SS2,84.1,70.4,44.5,69.7,73.1,37.0,70.1,5,Yes,No,No
STUD00375,Male,16,JSS3,71.1,74.6,68.6,56.2,71.9,70.3,58.3,20,No,Yes,No
STUD00376,Female,17,JSS2,76.3,56.5,64.5,48.9,47.0,60.7,47.1,18,Yes,Yes,No
STUD00377,Female,11,JSS2,91.8,57.5,64.9,44.1,62.5,63.1,46.9,10,Yes,Yes,No
STUD00378,Male,11,JSS2,72.9,51.2,65.0,76.1,61.6,67.7,80.0,21,No,Yes,No
STUD00379,Female,11,SS3,60.2,48.0,63.7,55.4,58.4,55.5,59.7,7,Yes,Yes,No
STUD00380,Male,16,JSS1,84.6,46.0,46.9,75.6,46.6,50.0,75.5,9,Yes,Yes,No
STUD00381,Female,18,SS1,62.1,41.6,83.4,49.1,39.7,84.5,44.0,21,No,Yes,No
STUD00382,Female,14,JSS2,88.9,66.1,35.1,70.9,60.8,34.4,70.6,17,Yes,Yes,No
STUD00383,Male,20,SS3,73.6,55.9,36.9,41.2,55.0,42.2,46.0,11,No,Yes,Yes
STUD00384,Female,14,SS3,85.4,72.4,55.7,68.2,74.0,56.2,65.1,14,No,Yes,No
STUD00385,Female,13,SS2,74.0,40.5,72.1,81.4,40.9,77.0,76.8,3,No,Yes,No
STUD00386,Male,19,SS2,67.4,55.4,43.1,49.4,56.6,43.6,51.2,3,No,Yes,No
STUD00387,Female,18,SS1,100.0,58.9,66.8,44.5,54.6,61.1,50.0,9,Yes,Yes,No
STUD00388,Male,17,JSS1,100.0,64.0,58.5,31.6,66.9,58.1,35.5,11,No,No,No
STUD00389,Female,17,SS1,84.2,60.2,78.0,63.7,61.6,79.0,58.0,3,Yes,Yes,No
STUD00390,Female,19,SS1,75.7,41.8,74.6,63.2,46.6,80.4,57.9,21,Yes,Yes,No
STUD00391,Female,16,SS3,82.5,44.3,67.7,69.6,52.0,67.5,73.7,10,Yes,No,No
STUD00392,Female,19,JSS1,98.1,65.3,25.6,59.6,63.7,38.7,60.0,21,No,No,No
STUD00393,Female,16,SS1,86.0,51.7,59.6,45.5,46.8,57.0,48.8,15,Yes,Yes,No
STUD00394,Female,14,SS2,86.0,83.7,54.2,49.1,75.9,60.7,52.4,1,Yes,No,No
STUD00395,Female,18,SS2,84.1,44.5,43.1,85.7,48.4,42.1,79.3,16,Yes,Yes,No
STUD00396,Male,13,SS2,92.8,60.6,58.5,53.8,56.9,67.2,58.3,10,Yes,Yes,No
STUD00397,Female,15,JSS1,81.3,72.4,62.6,53.6,69.0,62.6,62.3,4,Yes,Yes,No
STUD00398,Female,18,SS2,80.5,70.6,78.9,30.7,66.3,77.3,41.4,24,Yes,Yes,No
STUD00399,Male,13,SS1,100.0,47.1,56.6,50.3,54.4,50.9,47.3,23,Yes,Yes,No
STUD00400,Female,20,SS1,87.0,88.7,52.3,59.3,86.9,48.9,60.8,7,Yes,No,No
STUD00401,Male,13,SS2,87.9,35.9,93.5,45.1,35.2,87.0,47.1,14,Yes,Yes,No
STUD00402,Female,17,SS1,71.4,70.2,72.3,41.5,63.3,75.0,45.1,0,Yes,Yes,No
STUD00403,Female,16,SS1,99.6,59.8,57.9,58.1,58.7,53.6,59.6,1,Yes,Yes,No
STUD00404,Female,20,JSS1,66.0,55.0,43.3,27.5,52.3,49.5,30.5,10,Yes,Yes,Yes
STUD00405,Female,13,SS2,66.1,39.2,27.0,40.8,39.7,32.1,47.4,11,No,Yes,Yes
STUD00406,Female,18,JSS3,59.5,47.3,54.5,77.6,46.3,53.6,74.6,1,No,Yes,Yes
STUD00407,Female,14,JSS2,89.7,51.6,64.8,41.4,55.4,64.9,45.0,1,Yes,Yes,No
STUD00408,Male,13,SS3,75.2,74.7,58.8,57.2,70.0,60.1,52.1,3,Yes,Yes,No
STUD00409,Female,12,SS1,74.7,50.4,70.2,35.3,55.9,67.0,38.4,21,Yes,Yes,No
STUD00410,Male,19,SS1,78.7,77.5,83.2,68.3,72.0,75.2,60.5,12,Yes,Yes,No
STUD00411,Female,20,SS3,87.0,74.0,82.1,54.0,72.3,91.9,53.9,24,Yes,Yes,No
STUD00412,Female,16,JSS1,68.9,38.7,65.5,61.4,39.5,73.0,62.9,19,Yes,Yes,No
STUD00413,Male,17,SS2,75.6,68.2,70.6,64.3,71.2,70.6,69.5,15,No,Yes,No
STUD00414,Female,15,SS3,74.2,32.6,60.3,57.9,22.4,64.1,57.0,23,Yes,Yes,No
STUD00415,Male,20,JSS2,77.7,48.5,40.7,65.2,51.9,39.9,62.6,18,No,Yes,No
STUD00416,Male,19,JSS3,94.8,25.3,73.1,27.1,37.4,66.6,32.4,1,Yes,Yes,Yes
STUD00417,Female,20,JSS1,100.0,78.3,51.9,73.6,74.1,49.3,74.4,11,Yes,Yes,No
STUD00418,Male,11,JSS2,83.6,69.4,45.8,45.5,69.6,40.5,45.3,5,No,No,No
STUD00419,Male,19,SS2,95.0,72.0,64.4,41.4,73.7,57.9,39.3,12,Yes,Yes,No
STUD00420,Male,11,SS3,76.4,66.8,46.0,55.3,58.1,44.9,52.7,0,Yes,Yes,No
STUD00421,Male,17,JSS3,82.2,59.5,93.4,84.5,59.0,85.2,71.9,9,Yes,Yes,No
STUD00422,Female,15,SS2,94.9,56.7,58.4,53.0,59.9,61.3,48.0,8,Yes,No,No
STUD00423,Male,19,SS2,94.0,86.8,62.0,58.8,79.0,67.3,63.2,13,Yes,Yes,No
STUD00424,Male,10,JSS2,80.9,26.7,65.5,65.7,25.8,73.7,69.2,17,No,Yes,No
STUD00425,Male,13,SS1,68.3,67.8,59.8,62.0,73.8,64.0,62.2,12,Yes,Yes,No
STUD00426,Male,17,SS1,65.9,44.7,52.7,61.8,47.9,48.5,57.2,1,Yes,Yes,No
STUD00427,Male,13,JSS3,83.1,79.6,57.5,39.8,76.8,55.1,38.5,20,No,Yes,No
STUD00428,Male,17,JSS3,67.0,48.0,77.2,42.8,49.4,79.0,40.1,20,Yes,Yes,No
STUD00429,Female,14,JSS2,100.0,48.9,71.0,78.9,39.1,65.8,74.1,18,No,No,No
STUD00430,Male,11,SS1,83.7,56.7,48.7,39.6,57.8,45.1,43.3,4,No,Yes,No
STUD00431,Male,16,SS3,63.1,50.9,67.7,56.3,49.0,68.2,54.3,17,No,Yes,No
STUD00432,Female,19,SS2,82.2,45.7,46.9,66.4,40.5,47.3,65.6,19,No,No,No
STUD00433,Female,13,SS3,71.7,69.8,55.4,53.5,69.3,57.9,52.7,17,Yes,Yes,No
STUD00434,Male,18,JSS2,100.0,27.0,86.7,55.7,36.1,86.1,60.3,11,No,Yes,No
STUD00435,Male,14,JSS2,86.9,48.6,84.2,46.6,48.6,83.1,41.8,5,No,Yes,No
STUD00436,Female,10,SS1,89.4,89.1,43.4,53.0,82.5,44.7,50.5,17,Yes,Yes,No
STUD00437,Female,17,JSS2,100.0,50.6,61.4,18.0,50.3,55.7,18.1,8,Yes,No,Yes
STUD00438,Male,16,JSS2,83.7,45.3,49.1,86.2,50.6,49.6,78.9,14,No,Yes,No
STUD00439,Male,10,JSS3,81.5,61.2,52.9,57.8,60.0,67.4,59.8,5,No,Yes,No
STUD00440,Female,11,JSS3,76.5,77.2,67.1,26.0,69.9,69.6,41.0,11,Yes,Yes,No
STUD00441,Male,16,JSS2,84.1,66.6,47.0,45.0,69.4,47.2,46.6,5,Yes,Yes,No
STUD00442,Male,12,JSS2,84.0,42.8,76.7,76.2,39.1,73.0,68.4,17,Yes,Yes,No
STUD00443,Male,17,JSS3,86.8,60.4,63.4,52.6,58.2,65.4,56.6,18,Yes,Yes,No
STUD00444,Female,12,JSS2,81.8,58.2,67.6,54.4,62.7,63.5,54.0,22,No,Yes,No
STUD00445,Male,10,JSS3,90.9,69.0,49.9,65.6,66.2,52.2,65.0,0,Yes,Yes,No
STUD00446,Male,20,JSS1,70.9,57.2,65.4,39.1,58.6,62.8,28.6,5,No,Yes,No
STUD00447,Male,19,SS3,96.8,55.5,64.1,39.1,49.8,61.6,38.0,4,Yes,Yes,No
STUD00448,Male,15,JSS3,76.9,68.1,65.2,61.4,67.2,69.3,55.8,19,Yes,Yes,No
STUD00449,Female,19,JSS1,92.0,54.4,52.0,50.4,52.4,50.7,44.4,3,Yes,Yes,No
STUD00450,Female,18,JSS2,77.9,67.0,52.1,57.3,61.9,57.2,61.5,22,No,Yes,No
STUD00451,Male,18,SS2,85.3,69.3,74.3,34.4,69.1,68.9,50.7,22,Yes,Yes,No
STUD00452,Female,11,JSS1,75.2,46.0,41.0,61.4,56.5,38.9,54.1,19,Yes,No,No
STUD00453,Female,14,JSS3,74.4,40.7,54.3,64.0,50.2,54.6,53.2,11,Yes,Yes,No
STUD00454,Male,13,JSS1,100.0,51.1,68.7,55.0,57.8,73.3,57.9,5,Yes,Yes,No
STUD00455,Male,16,JSS1,72.2,96.5,75.8,42.6,93.7,73.5,49.1,9,Yes,Yes,No
STUD00456,Female,19,SS2,81.4,84.4,58.3,13.3,81.6,58.5,15.4,7,Yes,Yes,No
STUD00457,Male,14,SS1,92.1,57.7,59.0,51.9,67.3,61.3,45.1,17,Yes,Yes,No
STUD00458,Female,13,SS1,77.2,49.8,67.5,59.9,48.1,61.6,60.0,7,No,Yes,No
STUD00459,Male,11,SS3,100.0,55.0,65.5,52.4,54.5,68.6,55.7,21,Yes,No,No
STUD00460,Female,11,SS2,90.0,35.6,91.3,40.7,36.8,87.0,50.1,16,Yes,Yes,No
STUD00461,Female,15,SS3,62.9,70.1,80.1,48.0,69.8,85.1,55.0,13,Yes,Yes,No
STUD00462,Male,11,SS2,77.9,57.5,48.5,59.1,57.7,46.6,56.6,6,Yes,No,No
STUD00463,Female,19,JSS3,61.2,58.7,76.3,62.3,55.4,74.6,63.8,7,Yes,Yes,No
STUD00464,Male,14,JSS2,78.9,31.7,59.4,44.5,40.4,53.5,55.6,5,No,Yes,No
STUD00465,Male,19,JSS2,90.1,77.5,65.6,47.6,73.0,65.1,43.3,17,Yes,Yes,No
STUD00466,Male,13,SS3,94.7,52.6,47.9,53.1,56.9,53.0,54.3,18,Yes,No,No
STUD00467,Male,10,JSS2,100.0,17.3,39.0,72.4,18.1,40.9,66.5,0,No,No,Yes
STUD00468,Female,14,SS3,99.9,71.3,64.6,76.7,73.4,66.8,74.9,10,Yes,Yes,No
STUD00469,Female,14,JSS1,90.8,51.3,60.5,57.3,57.0,57.9,53.3,24,Yes,Yes,No
STUD00470,Female,17,JSS2,80.3,70.1,35.7,54.3,73.5,49.8,47.8,21,Yes,Yes,No
STUD00471,Female,10,JSS1,100.0,57.7,47.3,67.9,62.4,46.6,58.7,9,No,Yes,No
STUD00472,Male,10,SS1,96.6,46.8,35.7,68.0,48.0,47.7,59.1,6,Yes,Yes,No
STUD00473,Female,17,JSS1,82.9,32.7,55.1,70.3,37.6,48.4,71.8,15,No,Yes,No
STUD00474,Female,10,JSS2,99.7,49.8,71.7,58.0,49.7,71.0,55.6,8,No,Yes,No
STUD00475,Male,13,JSS1,65.9,42.5,27.4,68.7,54.8,36.5,68.6,19,No,Yes,No
STUD00476,Male,17,SS3,69.9,71.7,82.0,80.0,69.0,70.0,83.4,2,No,Yes,No
STUD00477,Male,11,SS3,83.0,49.9,64.6,60.3,45.8,75.0,54.7,16,Yes,Yes,No
STUD00478,Female,13,JSS1,82.8,73.0,57.3,64.3,62.5,59.1,68.5,11,Yes,Yes,No
STUD00479,Male,18,JSS2,88.2,67.8,71.9,48.8,63.7,69.1,50.7,23,Yes,Yes,No
STUD00480,Female,17,JSS1,74.5,59.4,63.3,60.7,67.1,62.8,55.5,5,Yes,Yes,No
STUD00481,Male,19,JSS3,89.6,63.4,66.4,56.9,68.3,71.9,62.4,21,Yes,Yes,No
STUD00482,Female,10,SS3,100.0,66.0,60.3,48.0,67.4,66.3,48.5,1,No,Yes,No
STUD00483,Female,10,JSS3,94.7,49.3,54.1,72.9,49.0,50.6,70.5,8,No,No,No
STUD00484,Male,10,SS3,97.7,75.3,46.5,59.8,70.7,39.9,60.2,15,Yes,No,No
STUD00485,Female,20,JSS1,81.7,50.9,65.7,26.6,55.9,71.0,27.7,6,Yes,Yes,No
STUD00486,Female,16,JSS1,96.0,58.0,58.1,36.9,59.4,66.8,43.4,4,Yes,Yes,No
STUD00487,Female,11,JSS3,66.0,61.2,66.7,43.6,58.8,70.2,46.4,12,No,Yes,No
STUD00488,Female,12,SS3,91.4,70.4,52.7,37.3,72.3,54.1,40.7,24,Yes,Yes,No
STUD00489,Male,20,JSS2,70.3,64.1,36.0,38.3,64.3,35.4,44.1,10,Yes,Yes,No
STUD00490,Female,10,SS1,85.1,55.8,68.1,44.0,64.6,63.3,35.7,21,Yes,Yes,No
STUD00491,Female,14,SS2,69.6,78.5,76.4,53.7,76.9,82.7,52.6,13,No,Yes,No
STUD00492,Female,17,JSS3,85.7,53.5,55.8,46.5,52.5,47.1,46.7,12,No,Yes,No
STUD00493,Female,12,JSS3,90.2,64.4,56.4,58.0,67.3,55.1,53.0,24,No,Yes,No
STUD00494,Male,18,JSS2,100.0,69.2,68.7,49.0,68.9,70.6,44.9,5,No,Yes,No
STUD00495,Male,17,JSS1,85.4,20.2,62.7,28.5,23.1,64.7,21.9,3,Yes,Yes,Yes
STUD00496,Female,19,JSS2,87.0,55.3,61.2,85.7,47.0,65.6,83.8,23,Yes,Yes,No
STUD00497,Male,18,JSS2,100.0,53.2,78.9,66.0,53.4,80.4,61.6,9,Yes,No,No
STUD00498,Female,16,JSS2,82.6,20.6,78.6,39.9,27.5,86.4,39.6,9,No,Yes,No
STUD00499,Female,10,JSS3,100.0,47.7,71.8,49.8,46.3,65.8,44.4,4,Yes,Yes,No
STUD00500,Male,17,SS2,78.4,55.4,91.5,59.8,63.4,89.6,61.7,10,Yes,Yes,No
STUD00501,Female,16,JSS2,92.3,30.2,46.3,76.8,26.8,44.9,72.6,23,Yes,Yes,No
STUD00502,Male,17,SS1,99.7,43.8,67.3,39.2,50.8,65.2,43.3,7,Yes,Yes,No
STUD00503,Female,15,JSS2,88.4,57.8,50.1,55.4,61.9,57.6,50.5,4,No,Yes,No
STUD00504,Male,10,JSS2,76.0,75.7,57.6,53.7,74.9,57.7,54.6,23,Yes,Yes,No
STUD00505,Male,11,SS2,98.0,62.1,57.3,60.2,61.2,59.9,57.8,8,Yes,Yes,No
STUD00506,Female,18,JSS3,64.0,67.8,46.7,44.3,61.8,49.2,48.3,8,Yes,Yes,No
STUD00507,Female,13,SS2,80.8,64.3,57.5,46.1,69.6,66.0,47.7,17,Yes,Yes,No
